timestamp,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4
13.0703,-14.78,-16.63,-14.35,-12.89,-2.28,6.62,13.10,16.74,23.60,14.91,5.44,-9.92,-17.82,-19.26
13.0781,-20.13,-18.52,-11.14,-1.82,6.98,14.75,16.70,24.67,22.73,9.08,-5.99,-17.14,-19.64,-23.64
13.0859,-9.48,-5.21,8.79,19.45,20.85,20.87,28.45,20.25,16.09,4.15,-12.31,-20.35,-26.34,-20.56
13.0938,4.46,14.67,21.77,34.58,19.36,21.54,19.23,10.66,2.26,-16.36,-23.95,-24.23,-27.43,-12.41
13.1016,10.03,21.98,32.73,31.10,15.43,15.65,10.38,-1.42,-18.37,-28.55,-27.13,-27.21,-14.60,-5.39
13.1094,26.28,21.59,26.64,21.30,5.89,1.65,1.88,-5.24,-23.61,-28.53,-20.42,-13.37,-4.51,8.27
13.1172,21.41,13.60,9.98,8.70,1.46,-0.79,-6.83,-7.27,-22.57,-19.50,-11.08,-2.26,8.50,19.95
13.1250,11.22,7.76,8.72,4.31,1.20,-2.22,-1.79,-2.55,-6.18,-5.66,0.85,12.16,20.83,22.97
13.1328,16.37,13.41,5.02,2.36,1.94,-1.76,-2.58,1.94,-0.85,0.30,5.47,13.21,11.52,12.95
13.1406,16.13,8.48,8.72,2.37,6.14,0.94,1.69,-1.43,-1.92,5.20,5.41,23.36,8.29,0.81
13.1484,12.35,7.82,-0.20,-9.28,-1.25,0.42,-5.31,-3.92,3.78,1.77,8.07,0.62,0.12,-7.48
13.1563,-5.24,-14.13,-15.18,-13.38,-4.84,-0.59,1.14,-2.20,3.30,7.38,0.25,2.25,-2.81,-12.88
13.1641,-17.62,-21.89,-19.53,-12.83,-0.09,6.43,4.61,1.34,12.25,10.61,3.96,-5.47,-9.88,-13.53
13.1719,-22.74,-21.61,-14.61,-2.46,5.08,8.64,14.17,12.17,13.44,1.95,-2.42,-11.28,-12.46,-15.88
13.1797,-18.62,-4.67,8.65,17.18,19.02,15.53,12.37,8.88,7.14,-8.17,-11.47,-24.54,-27.73,-22.94
13.1875,-4.93,12.80,25.12,25.60,21.99,13.05,4.50,-0.40,-10.50,-21.54,-29.41,-31.39,-27.11,-18.37
13.1953,8.84,15.97,25.61,30.01,16.28,3.64,-5.57,-13.67,-24.88,-34.25,-29.28,-24.95,-17.77,-12.30
13.2031,13.87,20.90,22.87,17.78,4.81,-8.98,-19.35,-23.52,-29.76,-33.13,-21.08,-17.52,-2.91,4.81
13.2109,7.00,15.13,17.59,8.97,0.64,-10.96,-20.71,-20.85,-31.85,-18.61,-7.78,1.10,8.12,13.49
13.2188,16.65,19.15,18.68,6.86,-5.91,-13.42,-18.99,-19.20,-18.74,-9.77,-2.20,9.89,15.27,10.85
13.2266,22.62,26.99,19.73,7.34,-3.07,-16.67,-13.73,-13.91,-15.18,-1.18,9.83,14.45,10.06,10.51
13.2344,34.04,23.29,13.71,0.13,-16.60,-22.85,-21.14,-17.74,-10.23,-0.53,10.00,-1.12,4.19,-2.76
13.2422,23.53,7.62,-3.87,-17.48,-23.88,-22.82,-27.86,-10.97,-19.12,4.62,12.61,9.84,4.57,-5.80
13.2500,7.44,-7.31,-24.43,-35.33,-26.18,-22.64,-15.29,-5.72,4.19,14.78,11.31,13.03,2.28,-7.09
13.2578,-14.29,-24.23,-33.01,-35.46,-23.69,-12.52,-5.53,0.29,22.06,22.60,16.74,3.27,-6.05,-12.48
13.2656,-20.58,-29.02,-29.93,-23.21,-15.48,-0.61,9.20,11.92,24.82,18.20,3.48,-4.74,-16.73,-24.10
13.2734,-20.31,-20.47,-11.58,-6.52,-0.53,1.80,13.82,13.98,15.68,4.56,-5.80,-19.67,-28.28,-28.59
13.2813,-11.48,-5.81,-2.40,1.12,3.32,8.02,3.16,2.77,4.46,-10.96,-24.06,-29.56,-30.83,-27.06
13.2891,-4.33,-1.33,-1.30,6.10,-4.46,3.27,2.17,-1.90,-11.94,-23.01,-28.08,-29.58,-26.94,-12.50
13.2969,-12.64,-9.58,-5.47,1.29,-5.77,-7.06,-3.13,-6.86,-17.44,-25.22,-30.35,-18.58,-11.63,2.71
13.3047,-11.20,-2.43,-4.83,3.12,-4.24,0.35,-7.62,-10.43,-21.83,-21.45,-15.22,-10.96,3.94,18.55
13.3125,-4.37,0.13,5.55,3.01,-1.53,-5.31,-7.00,-6.36,-17.45,-17.66,-9.58,-3.91,10.33,21.12
13.3203,11.45,15.44,8.87,6.00,-2.90,-7.33,-11.51,-8.72,-17.10,-15.82,-6.42,5.77,15.52,18.18
13.3281,19.00,15.83,2.23,-7.53,-12.36,-9.74,-12.96,-17.17,-15.09,-13.06,0.04,5.37,11.63,17.09
13.3359,13.05,-2.27,-10.49,-24.44,-16.88,-15.53,-21.62,-14.83,-14.70,-2.28,7.29,13.62,22.52,19.41
13.3438,-6.93,-19.44,-26.09,-31.07,-18.16,-15.36,-14.92,-11.23,4.80,11.32,20.97,21.91,22.40,15.88
13.3516,-23.47,-28.95,-37.48,-28.64,-13.95,-9.80,-5.66,6.13,17.15,25.26,24.95,22.14,17.59,8.00
13.3594,-29.31,-30.59,-30.88,-14.72,-7.15,6.44,7.56,12.51,19.58,19.92,15.66,11.15,2.30,-6.61
13.3672,-22.28,-21.32,-16.89,-6.14,4.88,5.26,13.80,6.59,17.08,5.90,-0.84,-4.25,-8.86,-12.40
13.3750,-20.28,-16.42,-5.88,1.55,4.17,4.31,6.42,0.64,7.22,-5.57,-12.47,-15.93,-17.73,-10.51
13.3828,-21.77,-13.75,-5.36,2.69,7.49,2.87,-1.37,-5.69,-4.79,-11.43,-15.39,-8.61,-9.19,-1.68
13.3906,-29.05,-16.87,-5.83,4.74,-8.87,1.27,-4.48,-3.47,-8.54,-11.55,-7.64,-1.83,2.68,11.01
13.3984,-18.07,-4.78,5.20,11.86,10.36,0.67,-3.53,-2.46,-9.38,-8.93,-6.62,2.92,10.09,19.61
13.4063,-5.21,12.83,22.75,25.88,7.64,7.80,-3.33,-1.60,-13.10,-8.65,0.28,3.15,11.44,14.05
13.4141,14.75,27.99,26.04,24.85,2.30,-1.11,-10.74,-8.12,-13.02,-13.08,0.21,11.04,12.84,22.06
13.4219,24.74,30.63,22.81,4.60,-1.45,-12.71,-7.19,-17.39,-18.62,-8.55,3.58,20.88,24.27,25.48
13.4297,21.60,10.16,0.08,-12.89,-17.56,-21.57,-16.47,-10.43,-7.97,4.04,24.34,26.55,27.03,24.92
13.4375,6.75,-6.23,-11.53,-28.68,-19.51,-20.58,-9.62,-6.51,12.33,21.96,31.41,38.71,16.03,17.37
13.4453,-2.87,-12.69,-22.77,-27.57,-11.93,-7.43,2.33,12.29,27.41,36.82,35.50,35.70,25.12,4.23
13.4531,-1.96,-10.00,-15.73,-13.63,-11.42,1.64,8.43,21.60,34.13,32.91,34.62,19.38,2.18,-9.51
13.4609,-7.85,-11.44,-10.81,-11.11,-1.75,4.75,10.46,19.29,32.88,26.74,13.93,1.06,-6.87,-22.06
13.4688,-5.23,-9.95,-15.82,-9.66,-3.41,6.01,13.31,14.02,24.81,15.96,2.20,-4.12,-18.68,-21.61
13.4766,-18.13,-20.81,-13.83,-7.79,1.79,8.45,11.25,17.09,17.81,11.09,-2.66,-7.22,-17.99,-17.25
13.4844,-22.03,-19.68,-9.10,2.36,7.55,16.81,16.43,22.17,17.36,9.98,-2.78,-12.14,-6.18,-4.92
13.4922,-21.56,-5.66,4.48,17.18,15.85,18.15,19.82,23.18,6.65,-1.27,-6.41,-11.23,-13.09,0.76
13.5000,1.64,10.13,22.25,26.41,21.38,18.49,22.12,12.47,1.73,-11.81,-12.63,-11.54,-8.02,5.51
13.5078,20.19,22.77,29.59,28.50,15.10,13.83,13.77,3.75,-14.09,-17.61,-15.76,-11.13,1.19,7.36
13.5156,24.27,37.42,21.24,19.37,8.43,3.72,-2.91,-2.47,-20.34,-13.65,-11.18,-2.88,13.20,17.95
13.5234,21.00,16.60,7.47,1.30,2.52,-6.50,-6.62,-9.27,-13.29,-0.94,0.54,12.38,22.56,27.40
13.5313,11.32,-1.38,-5.72,-9.15,-1.52,-4.26,-3.65,4.36,1.18,9.83,15.92,22.15,25.48,25.87
13.5391,1.33,-1.46,-6.67,-2.54,-0.49,8.68,9.39,10.91,14.07,21.59,19.89,26.30,24.44,15.69
13.5469,8.31,-0.15,0.68,0.45,8.19,8.07,15.46,10.95,14.82,23.95,19.48,13.65,8.42,0.59
13.5547,2.30,0.55,-6.06,1.11,9.77,9.88,11.17,8.53,13.09,19.17,8.60,4.07,-6.42,-9.09
13.5625,-3.17,1.76,-9.52,-2.37,2.40,7.11,10.08,7.08,15.47,8.47,3.00,-1.03,-5.66,-12.17
13.5703,-23.01,-22.46,-16.45,-5.23,6.46,12.50,9.18,7.09,15.99,7.36,-1.90,-6.57,-7.25,-8.84
13.5781,-29.40,-18.39,-4.66,8.76,13.10,20.38,20.19,14.95,10.81,6.27,-5.88,-9.32,-9.55,-13.47
13.5859,-16.70,-0.24,10.84,24.57,26.67,26.41,19.89,15.93,2.45,-3.27,-12.74,-10.91,-14.81,-13.07
13.5938,3.70,20.09,30.06,39.35,26.90,22.43,12.18,2.72,-5.84,-16.01,-23.14,-18.04,-14.89,-12.88
13.6016,23.40,30.52,41.09,40.10,20.03,8.40,3.49,-6.61,-18.72,-21.07,-21.69,-17.43,-11.12,-4.93
13.6094,29.30,30.31,31.39,24.93,9.47,-3.46,-8.57,-18.54,-25.95,-26.25,-11.96,-5.48,4.71,10.13
13.6172,20.71,24.38,17.46,9.59,-3.08,-6.99,-18.23,-16.56,-21.49,-7.99,1.81,12.32,15.78,20.55
13.6250,17.56,20.17,17.16,3.09,-5.17,-7.30,-13.37,-10.23,-9.40,3.25,16.50,19.14,16.01,14.84
13.6328,21.89,19.55,9.94,1.91,-2.32,-10.15,-5.42,-6.61,2.99,8.75,19.09,18.38,14.83,4.01
13.6406,30.41,18.55,9.10,-3.83,-4.42,-4.80,-3.92,1.47,8.11,14.33,13.44,11.89,0.12,-9.64
13.6484,23.31,11.79,1.89,-14.36,-13.12,-8.53,-10.36,-1.49,12.29,17.80,13.86,1.34,-10.79,-16.51
13.6563,12.31,-8.03,-13.83,-26.50,-14.81,-9.20,-1.04,4.93,14.68,12.19,12.40,-1.61,-14.34,-18.47
13.6641,-13.33,-17.16,-24.59,-23.91,-10.53,-2.20,-0.14,10.81,19.68,17.16,3.53,-5.54,-19.83,-27.81
13.6719,-15.70,-23.56,-21.49,-11.34,-5.46,9.87,11.30,14.04,19.31,15.68,-0.36,-18.00,-26.70,-26.90
13.6797,-13.03,-13.01,1.00,4.15,5.35,12.11,18.85,15.60,9.95,-3.48,-12.80,-26.33,-37.28,-29.93
13.6875,0.01,9.50,14.26,21.88,16.36,16.89,14.29,3.98,-0.69,-21.05,-33.41,-40.56,-34.07,-25.74
13.6953,7.62,11.29,20.52,15.90,11.33,9.91,4.61,-6.40,-17.74,-26.91,-40.02,-32.34,-30.24,-17.91
13.7031,6.33,8.46,9.72,7.68,2.88,0.64,-4.39,-9.71,-22.53,-29.49,-31.12,-22.51,-13.01,1.21
13.7109,8.72,8.23,6.78,0.80,-5.03,-4.00,-7.66,-12.44,-23.95,-23.85,-18.56,-6.80,2.12,13.85
13.7188,6.88,6.56,8.97,6.33,-1.97,-2.65,-4.18,-12.22,-16.99,-13.49,-5.11,-1.83,6.25,18.63
13.7266,14.39,11.65,5.87,-0.38,0.04,-2.90,-4.97,-6.04,-14.37,-14.82,-3.88,7.17,8.26,8.16
13.7344,22.03,15.33,5.14,0.61,-5.25,-12.72,-8.08,-14.61,-17.00,-9.34,-3.24,0.99,-1.82,5.33
13.7422,11.25,3.21,-12.22,-17.00,-13.39,-11.17,-18.73,-17.62,-5.80,-13.50,1.18,8.23,3.91,0.89
13.7500,-3.73,-17.90,-27.90,-30.87,-21.48,-15.51,-14.14,-6.65,-2.47,5.11,10.44,4.53,6.04,1.37
13.7578,-23.27,-34.35,-35.01,-29.58,-10.24,-4.86,-0.40,2.32,6.29,10.03,9.85,7.96,3.50,-9.54
13.7656,-28.95,-35.08,-28.19,-13.22,1.22,6.05,3.63,5.56,11.19,10.35,4.53,-3.97,-7.53,-17.76
13.7734,-23.88,-19.17,-11.90,3.16,4.33,9.30,11.02,0.68,2.32,-2.55,-12.74,-14.68,-23.73,-17.94
13.7813,-18.82,-10.16,7.52,11.53,12.00,3.68,0.17,-6.39,-11.07,-18.84,-21.08,-24.31,-22.51,-17.64
13.7891,-12.96,-0.84,7.70,10.05,2.72,1.60,-10.87,-13.38,-18.76,-27.36,-27.52,-22.46,-16.01,-5.19
13.7969,-9.29,-2.55,4.38,7.52,-0.35,-10.24,-9.49,-33.95,-22.41,-26.75,-21.00,-8.85,0.68,7.84
13.8047,-6.68,4.28,4.40,10.96,-1.55,-11.95,-17.18,-17.33,-24.71,-17.81,-9.63,-3.54,6.11,19.39
13.8125,6.53,9.85,14.82,11.59,-3.02,-12.94,-13.63,-18.02,-18.93,-9.76,-0.58,9.81,13.00,17.82
13.8203,18.82,26.49,16.59,9.33,-8.22,-9.57,-14.42,-17.62,-17.57,-6.41,5.55,9.44,14.99,18.94
13.8281,29.86,24.05,10.84,-2.26,-17.25,-24.52,-21.61,-17.11,-20.57,-5.32,6.37,15.71,19.77,14.88
13.8359,17.35,7.74,-3.03,-24.54,-22.20,-29.99,-23.08,-18.02,-4.81,3.39,16.02,18.43,22.30,11.86
13.8438,-2.37,-12.42,-27.23,-36.70,-31.35,-25.71,-17.56,-4.72,6.02,18.09,23.42,28.55,22.62,11.94
13.8516,-14.90,-26.75,-33.94,-37.22,-23.95,-17.93,-0.36,3.48,24.81,28.95,27.81,24.58,7.51,2.34
13.8594,-17.01,-27.43,-28.04,-25.56,-13.49,-4.26,9.15,13.84,29.32,27.98,20.76,11.70,-2.03,-14.44
13.8672,-15.44,-19.28,-21.09,-8.22,-5.49,3.13,11.39,18.53,26.08,20.54,4.05,-8.54,-16.07,-26.94
13.8750,-17.49,-12.69,-15.62,-3.90,-2.27,2.67,7.39,14.40,11.02,21.54,-5.06,-22.13,-22.28,-19.24
13.8828,-19.16,-16.77,-16.51,-9.84,-1.77,0.89,9.79,3.51,6.57,-6.34,-17.76,-17.77,-17.63,-13.59
13.8906,-24.31,-22.71,-16.24,-5.07,-4.60,3.33,8.26,4.03,-2.96,-10.63,-12.27,-16.88,-6.57,3.87
13.8984,-17.02,-10.55,-3.98,2.72,2.33,5.51,7.09,9.90,-2.71,-6.96,-13.22,-5.74,1.04,14.94
13.9063,-3.68,4.03,10.56,18.61,11.23,9.43,6.33,0.33,-5.48,-8.92,-11.53,-7.91,7.88,16.09
13.9141,14.37,18.90,22.20,18.60,6.49,1.93,3.42,-0.91,-16.58,-10.85,-5.23,3.09,12.41,18.53
13.9219,21.07,18.18,14.85,3.18,1.74,-0.72,-11.04,-10.17,-18.00,-11.77,-1.56,9.33,21.04,22.78
13.9297,13.51,2.94,-3.89,-13.63,-10.55,-9.72,-14.73,-9.53,-8.14,1.43,12.62,18.11,25.88,34.66
13.9375,-6.97,-11.02,-17.32,-24.38,-16.28,-12.61,-2.49,-3.18,3.23,18.29,24.03,31.42,30.69,30.76
13.9453,-16.40,-17.84,-22.84,-22.68,-7.31,-0.13,5.05,11.24,15.12,25.78,28.72,31.55,27.76,20.13
13.9531,-17.01,-14.45,-13.92,-9.73,0.02,9.70,12.71,16.52,27.52,24.76,22.85,20.43,13.84,1.24
13.9609,-14.63,-10.23,-7.28,-3.43,9.82,14.59,16.22,16.63,24.43,22.06,15.80,6.06,-1.18,-11.78
13.9688,-18.40,-14.74,-11.86,2.37,7.03,9.95,10.36,13.19,13.28,6.95,1.19,-3.31,-9.79,-10.99
13.9766,-26.16,-23.46,-6.08,-1.82,12.23,10.61,13.39,10.02,11.94,1.60,-1.46,-2.48,-9.24,-1.78
13.9844,-31.52,-15.24,-0.36,5.17,12.76,11.17,12.88,6.54,4.00,-0.71,-2.17,0.28,-5.03,4.18
13.9922,-22.10,-0.46,9.38,25.11,23.52,18.35,16.76,7.90,-0.60,-6.14,-2.74,-6.05,-0.51,4.23
14.0000,-0.96,20.35,26.72,39.31,25.39,20.01,11.43,5.25,-2.87,-6.85,-7.77,-5.52,-2.23,6.38
14.0078,19.70,29.08,37.97,32.42,19.40,9.26,-2.78,-3.33,-16.71,-12.75,-10.63,0.37,4.05,8.36
14.0156,32.06,31.46,32.33,20.74,4.30,-6.82,-8.55,-9.88,-19.13,-10.53,2.64,13.50,13.99,15.49
14.0234,24.34,22.61,18.71,1.04,-0.76,-8.61,-11.91,-14.41,-6.72,4.74,12.81,19.59,26.15,21.93
14.0313,14.73,8.17,6.83,-8.66,-8.07,-11.18,-5.86,-1.37,3.23,17.21,26.98,32.80,27.12,22.79
14.0391,16.49,11.12,-0.79,-5.82,-5.52,-4.66,1.43,8.01,16.78,32.36,35.16,30.69,16.95,6.49
14.0469,16.52,10.12,0.34,-7.93,-2.92,-1.31,6.80,13.14,25.23,28.07,29.03,16.45,6.74,-9.79
14.0547,13.25,2.91,-2.18,-10.25,1.18,4.83,9.91,17.06,28.36,26.33,21.99,5.07,-6.42,-24.40
14.0625,6.39,-4.26,-8.17,-16.13,-3.76,5.74,10.76,11.96,26.77,17.20,13.06,-0.64,-14.04,-26.62
14.0703,-4.66,-20.58,-16.20,-9.41,-3.01,4.87,17.13,17.19,22.74,13.16,2.46,-9.85,-14.71,-23.33
14.0781,-18.17,-20.13,-9.11,-0.97,5.98,12.93,23.56,19.21,19.67,13.88,1.26,-10.82,-23.22,-24.79
14.0859,-9.24,-2.78,6.85,17.22,16.30,21.11,22.92,35.83,14.32,-3.22,-14.09,-21.02,-24.70,-22.28
14.0938,0.84,12.97,19.25,32.83,24.91,24.46,22.80,15.81,-2.94,-16.72,-25.16,-26.50,-24.68,-13.23
14.1016,21.02,28.19,27.78,30.97,19.85,13.27,12.60,3.05,-12.76,-27.24,-26.35,-28.31,-21.26,-7.06
14.1094,25.78,21.89,25.96,19.17,8.45,6.08,2.09,-8.35,-22.98,-25.88,-23.78,-10.73,-5.98,12.00
14.1172,17.69,13.38,12.39,3.06,0.89,-3.05,5.31,-11.85,-16.52,-13.09,-11.87,-1.35,8.37,16.24
14.1250,17.00,13.68,1.92,-0.71,-2.66,-2.79,0.24,-5.77,-9.31,-7.58,1.35,11.51,10.25,18.09
14.1328,17.77,10.05,9.79,5.54,1.41,5.36,0.82,0.19,-2.68,3.52,5.73,15.37,10.21,7.85
14.1406,17.14,14.51,9.01,2.69,4.36,0.46,-1.25,-1.73,4.94,4.59,10.93,9.07,5.68,-1.71
14.1484,17.59,6.82,-3.74,-7.34,2.43,-0.91,0.48,-5.86,1.03,6.53,1.99,2.48,-1.41,-8.33
14.1563,-2.20,-14.51,-19.66,-15.34,-0.92,-5.38,-3.53,1.36,4.60,4.46,4.55,0.60,-6.03,-9.89
14.1641,-16.09,-26.60,-19.72,-16.10,0.82,-0.71,5.52,2.46,8.17,8.08,2.96,-5.03,-9.24,-11.63
14.1719,-22.85,-25.40,-14.62,-3.27,11.20,11.29,9.02,9.00,14.92,1.18,-2.18,-11.49,-18.55,-21.29
14.1797,-22.45,-6.78,6.49,19.53,16.47,13.75,12.84,6.25,4.59,-6.05,-14.68,-24.56,-24.84,-20.49
14.1875,-0.64,9.05,21.41,32.13,19.30,16.98,3.40,0.94,-10.70,-18.01,-29.63,-25.01,-25.37,-19.34
14.1953,4.93,18.90,26.41,30.11,10.93,5.63,-7.27,-18.27,-25.62,-33.18,-27.10,-26.07,-21.33,-13.19
14.2031,12.63,17.81,22.23,14.59,4.65,-8.46,-13.82,-26.12,-34.68,-31.73,-20.34,-12.51,-2.73,9.05
14.2109,12.25,17.87,15.70,10.77,-5.14,-12.83,-21.79,-22.32,-27.19,-19.39,-10.32,4.03,8.35,12.75
14.2188,11.32,16.73,14.95,3.69,-8.18,-16.08,-18.20,-17.60,-23.43,-9.02,-1.27,11.33,18.36,15.83
14.2266,28.86,28.20,17.66,6.91,-8.92,-16.52,-14.54,-11.62,-14.06,0.53,5.52,11.19,10.47,4.34
14.2344,30.87,24.56,13.58,-2.28,-13.56,-17.79,-18.36,-17.55,-12.31,-0.35,11.13,12.27,5.42,0.34
14.2422,21.65,13.04,-6.39,-23.08,-25.70,-25.15,-25.22,-14.67,-2.04,8.96,10.61,8.15,5.00,-1.63
14.2500,1.50,-7.53,-28.28,-36.93,-30.44,-25.27,-17.36,-6.37,7.70,17.40,14.97,11.35,2.53,-8.32
14.2578,-15.86,-29.45,-33.80,-34.67,-20.17,-15.86,-2.95,11.40,17.62,16.20,25.19,6.05,-10.20,-17.56
14.2656,-7.01,-31.24,-31.11,-22.86,-11.70,-4.37,8.01,11.53,25.24,17.42,10.42,-6.94,-19.32,-22.03
14.2734,-20.79,-2.49,-11.38,-6.97,1.80,1.03,14.33,14.35,11.57,0.96,-8.48,-32.86,-27.28,-34.38
14.2813,-9.22,-10.13,-2.92,5.41,3.86,8.71,7.32,1.26,-2.25,-10.55,-24.38,-35.96,-30.12,-27.05
14.2891,-6.93,-2.90,-4.83,3.31,2.07,0.74,-3.14,-7.06,-10.88,-23.61,-32.28,-28.03,-29.21,-12.33
14.2969,-8.04,-10.84,-7.59,-5.21,-3.19,-3.81,-9.16,-9.25,-17.18,-23.99,-29.17,-29.48,-14.46,1.49
14.3047,-10.55,-4.59,-0.31,0.90,-4.15,-7.49,-2.71,-10.13,-15.76,-18.58,-19.00,-7.63,-0.45,16.82
14.3125,-0.84,0.65,5.17,7.97,1.02,-4.26,-2.34,-8.50,-20.09,-17.63,-14.35,-1.72,9.18,19.95
14.3203,16.53,12.57,10.11,10.06,-1.77,-4.59,-3.99,-11.23,-16.52,-13.99,-5.72,3.78,13.96,18.80
14.3281,18.76,16.62,3.12,-0.98,-7.54,-7.96,-15.21,-16.53,-18.34,-8.08,-1.68,5.42,19.25,19.67
14.3359,11.32,-3.47,-11.22,-24.42,-17.67,-18.95,-20.86,-14.10,-10.01,-2.26,7.30,14.71,16.80,23.27
14.3438,-7.49,-21.72,-27.57,-30.22,-18.38,-21.06,-15.14,-10.12,0.59,7.98,16.83,22.34,22.32,16.92
14.3516,-23.85,-31.16,-33.82,-35.22,-13.12,-11.25,-1.39,5.02,12.43,20.52,24.98,23.99,17.53,5.45
14.3594,-31.96,-32.69,-23.35,-19.50,-3.70,1.81,9.79,13.81,22.29,19.23,15.89,11.33,3.27,-8.19
14.3672,-23.69,-22.80,-11.74,-5.25,1.78,6.23,13.54,11.07,11.08,6.32,5.43,-0.09,-9.07,-16.62
14.3750,-21.99,-12.35,-3.22,3.84,9.45,10.76,4.12,3.10,2.50,0.68,-6.60,-12.92,-15.23,-10.16
14.3828,-23.67,-18.60,-9.25,5.39,3.94,2.11,3.89,-3.40,-3.00,-6.69,-14.74,-12.85,-7.83,-3.01
14.3906,-22.80,-11.39,-4.18,8.94,6.87,2.33,2.17,-6.61,-7.38,-10.75,-7.70,-6.31,-1.47,8.83
14.3984,-18.63,-4.41,6.39,16.41,7.43,7.68,2.90,-2.05,-10.94,-8.29,-2.08,1.32,9.24,19.69
14.4063,-2.81,9.07,23.84,24.71,7.14,1.24,-0.76,-1.82,-14.00,-6.06,-5.31,4.87,10.07,16.02
14.4141,22.64,23.37,24.84,22.00,3.80,-0.00,-7.55,-8.54,-14.85,-6.02,2.15,9.46,20.05,16.03
14.4219,24.88,30.20,21.65,11.82,-1.15,-16.62,-17.77,-14.15,-18.06,-4.98,5.92,14.02,23.13,22.20
14.4297,22.93,10.55,3.66,-11.20,-19.77,-21.83,-21.72,-13.54,-9.94,8.72,17.65,26.56,29.28,25.19
14.4375,3.01,-5.02,-16.41,-28.59,-21.98,-19.85,-11.47,-3.95,11.09,22.09,34.87,38.33,28.61,18.25
14.4453,-2.74,-13.05,-18.36,-24.03,-15.97,-9.00,-4.33,7.31,25.37,34.35,39.82,30.57,21.41,5.48
14.4531,-8.18,-7.34,-12.58,-17.84,-8.27,-4.41,7.35,15.78,33.48,38.00,33.66,18.46,2.77,2.26
14.4609,-3.55,-5.35,-13.36,-11.76,10.34,8.06,9.95,16.55,32.42,24.16,16.66,1.50,-8.17,-22.90
14.4688,-5.49,-8.70,-13.66,-11.02,-3.45,9.45,15.82,20.04,28.31,14.17,7.25,-7.58,-15.02,-17.99
14.4766,-19.10,-16.40,-12.58,-12.72,2.52,9.90,13.33,19.63,19.93,9.78,0.96,-10.91,-14.24,-13.17
14.4844,-25.26,-16.47,-15.82,-3.39,9.99,14.15,19.18,18.83,17.33,14.84,-0.61,-13.93,-12.56,-7.69
14.4922,-19.12,-8.52,3.68,18.01,17.84,16.79,23.19,16.70,14.24,2.42,-12.14,-8.68,-5.37,-2.38
14.5000,2.11,10.97,21.75,28.51,18.18,24.62,19.67,17.76,0.55,-9.42,-17.79,-11.42,-3.75,6.17
14.5078,17.45,23.54,29.55,25.72,14.16,13.81,11.59,3.79,-15.11,-18.04,-19.74,-6.74,-2.85,8.61
14.5156,21.75,26.87,21.70,16.71,6.11,4.91,-3.80,-2.50,-17.91,-15.90,-6.34,0.15,10.42,19.87
14.5234,15.45,14.75,7.41,-0.98,2.36,-2.38,-7.72,-9.38,-8.91,-2.28,8.53,13.02,21.19,30.27
14.5313,10.21,1.01,-7.30,-8.88,-5.99,-5.56,-1.07,2.30,0.98,8.33,22.07,27.05,26.35,27.97
14.5391,0.77,-2.65,-4.95,-3.07,-1.70,7.31,9.68,12.34,12.16,17.79,27.40,21.49,21.87,10.78
14.5469,6.67,2.36,0.13,1.13,3.42,10.11,16.02,11.44,20.78,19.29,16.53,13.74,8.79,1.46
14.5547,4.73,-5.23,-2.56,0.97,9.11,11.82,8.13,9.80,17.95,19.07,11.01,5.07,-2.27,-8.35
14.5625,-3.61,-13.44,-13.06,-2.34,16.49,8.37,13.59,7.15,18.11,7.60,2.61,2.65,-4.32,-15.05
14.5703,-16.04,-18.78,-14.51,-5.25,9.76,14.60,8.27,11.04,17.22,11.90,-0.39,-3.62,-12.82,-9.04
14.5781,-27.79,-14.43,-2.21,11.59,15.69,22.09,14.70,15.67,15.98,8.45,-5.34,-10.00,-7.91,-9.40
14.5859,-18.46,0.98,17.46,29.38,25.84,23.41,22.22,10.58,5.30,-5.48,-7.34,-11.18,-12.75,-16.62
14.5938,6.29,22.70,32.06,39.70,27.31,18.65,13.06,-0.25,-8.75,-18.42,-22.96,-17.25,-18.87,-14.43
14.6016,19.48,32.95,42.12,38.43,19.10,9.36,2.83,-8.59,-18.06,-24.58,-19.30,-15.00,-6.98,-6.41
14.6094,25.35,35.79,30.12,24.18,6.22,-0.48,-9.70,-19.71,-24.38,-24.27,-10.97,-3.39,4.00,11.91
14.6172,23.57,25.92,16.90,6.81,-1.11,-8.45,-14.24,-18.70,-20.18,-10.49,0.60,7.77,19.25,20.80
14.6250,21.31,18.67,13.05,2.61,-2.97,-9.24,-9.56,-9.36,-6.11,-0.73,10.84,16.57,21.32,13.05
14.6328,22.83,19.59,10.62,1.34,-7.81,-8.82,-7.82,-4.64,-1.01,17.42,19.31,18.21,10.21,3.22
14.6406,26.68,17.86,11.79,0.68,-4.77,-5.08,-4.45,8.03,4.68,12.06,18.80,12.07,-1.05,-10.40
14.6484,22.40,10.54,-3.91,-15.24,-9.57,-13.17,-3.88,-4.65,7.13,10.45,14.64,3.02,-4.65,-20.34
14.6563,11.80,-1.08,-14.54,-21.46,-10.80,-8.67,-6.45,5.95,20.64,13.34,16.13,-2.29,-15.93,-32.95
14.6641,-10.85,-19.68,-28.36,-26.10,-11.54,-7.43,4.58,7.69,19.57,16.33,4.27,-7.83,-20.52,-26.79
