time,AF3,F7,F3,FC5,T7,P7,O1
14.891,9.840,7.874,6.366,6.939,8.266,9.315,7.536
14.898,19.939,22.066,20.295,17.676,19.649,20.786,16.625
14.906,33.888,33.760,30.637,32.612,34.066,29.257,30.679
14.914,40.308,42.063,38.941,40.340,39.486,41.492,39.746
14.922,43.108,40.580,41.406,41.931,41.904,42.041,42.179
14.930,33.936,38.194,35.159,34.382,38.425,37.456,33.936
14.938,34.879,29.536,30.160,32.844,30.195,29.179,29.543
14.945,26.921,27.343,30.623,26.930,29.206,29.754,30.611
14.953,27.316,29.939,25.538,27.077,27.942,30.246,26.838
14.961,25.817,24.115,26.427,24.908,23.791,26.226,24.122
14.969,24.269,21.610,23.982,20.184,22.712,24.631,20.479
14.977,17.775,17.592,20.123,19.995,17.121,19.826,19.738
14.984,22.301,18.842,22.092,22.843,19.590,20.931,18.746
14.992,29.223,26.932,29.236,29.071,30.023,27.112,30.768
15.000,40.498,43.923,42.657,41.257,40.826,44.948,41.181
15.008,55.657,55.938,55.722,53.230,53.129,55.425,53.956
15.016,63.411,63.973,60.207,60.733,60.473,62.040,63.194
15.023,60.856,61.421,62.168,64.562,63.721,65.311,64.354
15.031,59.678,57.235,59.331,57.189,56.753,60.111,59.811
15.039,55.144,52.102,51.695,55.374,53.937,52.997,56.952
15.047,51.331,54.231,51.477,51.271,50.108,50.739,50.298
15.055,52.001,52.666,49.962,48.609,49.439,52.331,49.077
15.062,49.577,49.869,49.943,47.076,48.273,47.149,47.841
15.070,45.981,46.273,44.482,44.499,45.911,42.537,46.167
15.078,40.089,41.019,39.590,38.804,40.664,38.590,41.719
15.086,43.582,42.023,42.358,39.880,44.484,42.860,44.578
15.094,51.877,52.341,49.616,49.525,48.781,49.545,51.521
15.102,62.625,62.044,61.858,61.438,63.216,63.521,62.564
15.109,75.572,74.972,75.659,72.164,74.319,72.559,74.660
15.117,80.012,75.069,77.709,78.527,77.171,76.435,79.180
15.125,75.638,73.079,72.679,73.861,75.296,72.537,75.417
15.133,70.903,67.461,66.674,68.738,68.256,70.104,67.371
15.141,60.606,63.034,61.255,60.341,61.100,63.488,60.848
15.148,61.003,60.736,57.162,58.683,59.208,58.916,59.498
15.156,57.246,56.805,56.390,56.287,54.024,54.566,54.383
15.164,50.773,47.608,49.054,52.206,50.765,49.356,49.907
15.172,43.499,40.466,43.723,44.423,41.602,43.033,42.616
15.180,39.212,36.546,38.032,38.591,36.792,37.232,39.127
15.188,36.691,39.853,40.058,40.121,39.233,40.040,36.540
15.195,47.055,44.852,45.164,46.349,43.926,42.860,46.584
15.203,57.194,59.401,56.805,54.790,56.370,54.400,54.739
15.211,62.586,64.058,62.268,62.735,65.057,64.599,64.618
15.219,61.666,61.936,62.276,63.145,61.717,65.670,63.441
15.227,59.676,59.434,59.420,55.434,55.903,58.427,60.102
15.234,48.614,49.054,50.266,51.613,48.832,49.714,50.211
15.242,43.775,45.212,45.469,45.092,44.574,43.677,43.854
15.250,36.053,39.276,36.922,36.460,37.845,37.922,39.736
15.258,33.242,36.183,34.965,34.078,31.106,35.304,33.649
15.266,27.448,29.241,24.914,24.882,27.662,26.103,27.602
15.273,18.874,18.888,22.168,19.193,15.993,18.314,19.809
15.281,11.198,14.425,13.687,14.649,14.025,15.232,12.762
15.289,14.913,13.733,15.731,12.350,13.940,16.197,14.354
15.297,25.065,22.881,26.152,22.960,21.806,23.822,21.608
15.305,33.297,34.020,32.516,33.521,36.964,36.182,34.599
15.312,41.238,41.937,40.619,39.172,43.277,39.634,42.737
15.320,42.338,42.427,42.037,42.136,42.618,43.313,39.285
15.328,36.040,35.960,36.084,33.610,37.402,35.602,36.851
15.336,30.311,26.670,25.890,25.811,29.085,25.878,28.399
15.344,20.752,24.267,22.171,23.216,21.871,22.580,21.695
15.352,18.999,18.902,19.718,18.261,19.451,21.802,19.318
15.359,16.244,16.169,14.421,15.835,13.368,14.149,16.741
15.367,9.643,11.960,9.124,12.594,10.943,11.028,12.197
15.375,7.037,2.700,6.233,2.875,4.890,6.478,4.840
15.383,3.593,1.287,1.438,5.113,5.418,1.305,5.207
15.391,6.107,6.759,8.291,6.033,8.764,6.011,9.071
15.398,20.834,18.517,18.996,21.125,21.445,20.279,19.426
15.406,35.087,30.488,31.690,32.433,31.996,34.888,33.232
15.414,40.005,40.343,37.261,38.717,42.537,41.868,39.362
15.422,40.193,42.924,42.582,38.327,38.847,40.851,42.692
15.430,38.087,35.379,36.301,35.162,36.068,35.298,35.911
15.438,30.095,34.514,33.432,31.363,33.163,30.527,32.777
15.445,27.386,26.620,29.028,31.210,30.349,30.589,28.292
15.453,30.714,27.913,28.674,28.361,28.626,29.830,27.103
15.461,28.663,23.502,26.811,26.480,26.667,25.214,26.101
15.469,25.083,21.559,23.519,19.667,23.477,22.850,23.040
15.477,21.125,21.569,20.176,21.569,18.185,17.402,19.783
15.484,17.272,18.457,22.129,18.096,18.820,18.690,21.853
15.492,29.464,28.233,28.887,26.923,28.838,27.132,28.722
15.500,42.225,42.690,43.572,42.956,44.019,41.187,41.708
15.508,55.910,52.987,56.738,52.984,54.342,55.866,52.344
15.516,61.562,63.992,64.753,60.891,59.630,63.117,64.683
15.523,62.041,60.474,60.109,63.215,61.436,63.975,62.200
15.531,56.925,58.898,58.237,61.557,57.961,57.907,56.101
15.539,53.619,54.075,54.770,54.036,52.176,55.509,52.396
15.547,51.416,54.587,51.610,53.602,54.703,54.521,50.663
15.555,50.637,51.753,49.400,50.858,48.843,48.767,52.489
15.562,47.234,50.807,46.791,48.909,47.399,50.889,47.497
15.570,44.988,44.668,42.372,45.764,44.388,42.059,46.298
15.578,39.483,43.160,43.428,42.173,39.421,39.662,41.779
15.586,41.783,39.849,43.024,44.062,43.183,42.520,44.332
15.594,50.496,48.551,48.726,52.313,50.460,48.078,49.907
15.602,61.723,63.504,62.445,59.616,62.233,63.559,61.379
15.609,72.083,75.863,73.505,71.806,71.101,71.509,74.073
15.617,79.289,80.233,79.120,77.191,78.721,79.939,78.903
15.625,74.294,74.578,72.560,74.113,74.397,77.274,74.318
15.633,69.530,67.228,68.449,68.869,69.614,66.013,66.923
15.641,64.739,63.538,65.462,62.713,60.329,62.435,63.959
15.648,58.154,58.959,57.536,59.649,60.556,61.031,57.797
15.656,54.953,57.016,53.302,56.819,54.015,56.908,56.367
15.664,48.918,49.030,51.711,47.441,49.838,49.917,49.124
15.672,41.978,43.134,44.559,42.935,45.211,43.134,43.575
15.680,40.619,40.625,37.586,37.411,40.637,38.023,38.071
15.688,35.077,40.243,40.496,40.188,39.173,37.178,38.781
15.695,45.363,44.069,45.154,47.159,44.945,45.345,46.597
15.703,55.032,55.241,55.191,57.037,55.854,58.536,54.930
15.711,64.412,64.625,62.131,63.741,61.193,60.959,62.558
15.719,66.856,65.308,62.900,61.021,65.806,66.697,61.265
15.727,57.646,56.470,61.181,61.335,61.084,57.337,60.168
15.734,51.537,48.113,50.512,48.690,47.729,48.644,50.009
15.742,43.477,42.536,44.583,44.269,43.441,44.410,43.279
15.750,36.071,39.158,38.838,38.028,36.766,39.890,39.346
15.758,33.519,34.452,35.320,32.003,35.442,34.571,31.540
15.766,24.365,27.985,28.410,23.928,26.669,24.869,27.562
15.773,19.298,18.932,21.127,20.954,19.392,19.426,19.747
15.781,14.556,15.990,12.476,11.426,12.190,16.456,16.007
15.789,18.713,18.307,16.372,14.696,14.638,16.984,13.758
15.797,24.427,26.333,23.683,25.799,23.570,25.374,21.725
15.805,33.181,34.855,36.675,36.734,34.927,36.091,33.363
15.812,43.464,40.455,40.672,40.242,42.903,42.775,42.374
15.820,41.931,40.308,38.797,40.219,42.643,42.552,42.184
15.828,34.325,37.319,33.329,35.379,37.563,34.950,36.294
15.836,29.638,29.434,26.588,30.119,30.195,27.208,29.481
15.844,23.835,22.629,24.556,25.154,25.096,24.124,21.441
15.852,18.420,16.724,17.508,21.028,20.003,19.293,17.674
15.859,16.786,14.284,18.100,15.725,17.652,18.175,16.059
15.867,11.965,9.711,11.887,11.084,11.378,9.063,9.574
15.875,7.196,2.607,2.594,4.797,5.946,6.747,5.356
15.883,5.721,2.281,4.570,1.771,3.730,3.313,3.889
15.891,9.424,10.383,10.112,6.768,5.712,8.449,7.063
15.898,17.417,20.320,21.234,20.172,17.957,22.097,16.508
15.906,31.003,33.707,31.361,32.814,31.454,33.949,30.198
15.914,39.333,41.564,41.041,37.058,41.022,39.792,39.059
15.922,43.275,41.921,41.703,38.518,38.977,41.450,42.183
15.930,36.739,38.035,36.536,38.785,35.051,34.367,35.067
15.938,33.726,30.404,34.183,31.595,29.736,30.634,30.973
15.945,30.700,26.999,27.163,32.829,28.061,28.564,30.429
15.953,26.493,26.910,29.076,26.638,27.338,27.122,30.341
15.961,25.982,25.931,27.719,27.470,25.403,27.453,26.118
15.969,22.609,24.431,24.318,21.989,23.516,20.816,21.292
15.977,19.138,17.482,20.919,18.989,19.964,20.373,20.027
15.984,19.095,22.649,21.935,21.048,21.554,19.668,17.571
15.992,28.636,29.889,29.393,29.319,25.826,29.595,26.800
16.000,44.251,43.369,39.894,43.034,46.010,42.157,39.612
16.008,55.156,56.604,52.518,56.650,52.006,52.294,58.169
16.016,61.951,64.522,61.672,61.509,63.485,60.452,64.665
16.023,61.021,62.056,62.277,63.823,64.453,64.708,63.111
16.031,56.257,56.972,59.445,58.284,61.476,58.712,56.804
16.039,55.365,54.658,54.830,53.315,55.474,51.724,55.265
16.047,53.098,51.937,54.707,54.422,51.431,54.998,50.170
16.055,54.978,51.809,51.910,48.650,51.073,50.257,49.891
16.062,47.214,47.065,47.002,48.853,47.842,46.793,46.163
16.070,44.818,46.667,46.129,45.361,43.730,45.184,42.228
16.078,41.960,42.383,42.156,41.556,40.940,40.844,38.320
16.086,44.244,43.936,43.306,42.670,40.581,43.612,42.326
16.094,52.435,52.189,50.186,47.831,48.587,49.860,48.709
16.102,62.224,63.142,63.412,63.016,64.560,63.722,61.756
16.109,72.425,74.096,74.087,75.696,71.903,73.674,73.576
16.117,78.359,78.611,75.555,77.773,77.188,76.435,75.784
16.125,76.665,72.787,76.800,76.691,74.136,76.742,76.474
16.133,66.290,67.839,67.038,70.560,70.310,67.132,69.785
16.141,60.165,64.600,61.801,62.966,64.179,59.612,60.842
16.148,56.684,57.856,58.632,61.165,57.395,59.300,60.978
16.156,53.488,55.459,54.168,56.926,56.145,58.313,55.452
16.164,49.676,48.913,47.012,50.188,50.397,49.572,50.422
16.172,42.678,42.982,43.341,43.293,45.283,43.741,42.238
16.180,36.970,37.992,39.141,40.802,40.883,35.921,37.271
16.188,40.782,37.073,37.117,38.290,37.171,38.058,37.271
16.195,44.320,44.591,44.745,46.282,46.582,46.420,46.539
16.203,55.578,57.498,56.877,57.805,54.195,58.285,55.330
16.211,65.445,65.834,64.190,64.559,62.848,65.554,65.319
16.219,64.213,64.509,65.990,63.209,63.437,61.703,64.603
16.227,59.340,56.805,57.126,57.727,58.413,60.389,58.064
16.234,49.581,51.045,51.489,49.196,47.712,49.975,51.955
16.242,42.735,43.444,44.936,46.269,41.591,42.330,41.049
16.250,39.330,37.188,39.214,38.309,36.072,36.233,39.772
16.258,34.205,33.042,33.400,33.791,31.564,31.719,35.745
16.266,26.587,28.978,26.926,25.423,26.733,27.698,24.662
16.273,20.264,20.865,18.739,20.445,20.329,21.589,19.438
16.281,14.864,14.723,13.749,12.369,13.940,15.216,12.089
16.289,15.133,17.443,15.095,14.512,14.779,16.639,16.005
16.297,25.571,22.285,24.176,26.921,23.119,25.951,21.819
16.305,33.453,35.926,32.376,36.285,35.812,33.537,32.456
16.312,38.935,40.197,39.822,42.418,41.199,40.311,42.495
16.320,43.690,41.901,43.148,42.155,40.566,43.355,39.530
16.328,35.558,33.487,35.394,37.107,35.054,32.627,32.994
16.336,29.071,26.635,26.597,30.468,27.652,26.114,29.214
16.344,21.820,24.470,24.229,20.322,23.954,23.177,22.636
16.352,18.087,17.929,21.340,21.533,19.444,19.927,21.113
16.359,16.819,17.230,17.187,16.088,15.907,15.985,15.878
16.367,12.830,12.637,8.912,11.150,9.387,9.936,11.225
16.375,6.718,6.173,6.851,3.115,4.840,3.158,4.709
16.383,3.480,4.488,3.783,4.010,1.718,1.146,3.004
16.391,6.442,8.312,7.524,7.121,7.665,11.168,8.466
16.398,19.245,22.228,18.236,19.187,20.534,16.882,19.592
16.406,30.704,31.598,30.796,34.515,32.373,33.454,30.022
16.414,37.103,40.966,40.196,40.951,38.814,41.455,37.919
16.422,39.850,38.584,39.300,39.157,42.034,40.917,42.331
16.430,37.881,35.933,37.918,36.704,37.329,33.806,36.384
16.438,30.460,31.497,31.717,30.764,32.988,30.706,30.814
16.445,27.760,30.100,30.935,29.781,26.353,28.370,32.406
16.453,30.805,29.446,27.584,31.809,26.261,26.792,29.732
16.461,28.369,26.929,28.128,24.091,23.133,27.199,23.755
16.469,24.330,24.535,21.015,20.820,20.867,21.554,24.796
16.477,17.201,17.330,20.526,21.520,17.766,20.852,18.132
16.484,19.174,22.772,22.874,21.034,20.477,19.678,20.334
16.492,26.471,28.874,30.792,28.312,28.025,28.881,29.481
16.500,43.305,40.373,43.416,43.363,41.936,41.997,40.130
16.508,53.359,55.840,53.854,57.614,53.975,57.161,56.441
16.516,63.917,64.318,60.353,61.958,60.489,63.140,64.719
16.523,64.269,64.008,61.964,59.906,60.383,62.976,60.285
16.531,57.466,56.687,58.214,59.647,57.913,57.868,58.198
16.539,54.000,55.897,55.049,54.840,54.940,51.898,54.372
16.547,52.548,50.558,50.435,54.780,55.091,51.210,53.130
16.555,47.995,52.169,53.123,50.169,51.137,50.954,52.410
16.562,50.708,49.158,47.294,48.970,49.393,49.909,46.770
16.570,43.137,45.194,46.813,45.836,46.658,43.598,44.928
16.578,41.038,41.017,39.112,42.867,39.991,41.538,38.739
16.586,44.202,42.519,40.134,43.826,43.315,41.933,43.603
16.594,49.521,51.825,49.082,50.833,47.670,51.579,49.598
16.602,62.924,65.062,65.718,60.920,64.350,61.941,63.068
16.609,73.734,73.435,74.153,74.764,75.904,72.279,74.604
16.617,78.657,76.803,78.755,75.932,79.584,77.780,78.773
16.625,76.158,74.501,74.377,75.547,74.348,75.970,73.960
16.633,65.587,70.039,67.693,70.082,68.938,66.426,66.340
16.641,59.862,60.363,60.450,62.378,63.875,61.432,60.217
16.648,60.737,57.259,57.987,62.048,59.394,58.529,58.295
16.656,55.683,54.043,53.787,56.086,53.836,53.732,54.227
16.664,51.276,48.770,48.488,52.201,48.724,48.933,48.761
16.672,40.998,42.949,42.707,44.742,41.438,40.772,41.142
16.680,36.925,37.070,39.951,37.235,35.967,39.227,37.721
16.688,36.830,38.978,39.405,40.982,35.360,39.023,38.754
16.695,46.305,45.072,44.366,47.982,45.506,44.165,43.615
16.703,57.677,57.575,58.949,55.211,59.537,56.888,55.162
16.711,66.220,65.797,64.320,61.202,63.074,65.628,62.753
16.719,65.872,65.931,64.027,63.057,66.994,64.735,64.016
16.727,60.883,60.656,58.305,57.189,60.001,59.301,59.397
16.734,49.773,52.060,49.467,47.069,50.278,51.822,48.270
16.742,44.075,42.619,42.753,46.152,43.847,44.904,45.325
16.750,41.826,38.025,39.460,39.297,36.771,36.434,39.353
16.758,32.262,36.160,33.233,33.689,36.297,32.416,33.203
16.766,26.790,26.076,26.116,24.968,26.444,25.140,28.116
16.773,17.781,16.985,20.087,17.917,20.919,21.394,21.182
16.781,12.298,14.961,12.870,15.941,13.089,11.981,11.885
16.789,17.639,14.965,18.332,17.107,17.273,15.068,15.389
16.797,25.011,23.979,25.583,25.924,22.983,21.373,21.499
16.805,34.467,34.115,36.536,36.366,37.159,35.473,36.169
16.812,39.255,41.178,40.575,40.242,41.326,41.133,38.541
16.820,39.531,40.849,42.431,42.461,43.055,41.153,40.855
16.828,36.953,37.409,33.557,35.201,34.314,35.637,36.614
16.836,29.180,25.871,26.183,29.332,30.293,26.461,26.826
16.844,20.843,24.272,23.657,21.888,23.960,24.896,21.166
16.852,21.040,18.645,18.199,17.721,19.841,22.224,19.031
16.859,18.687,13.814,15.186,16.331,14.709,17.343,17.713
16.867,10.810,12.332,9.050,8.306,10.618,8.980,12.547
16.875,2.586,3.196,5.209,5.460,4.776,6.936,5.831
16.883,1.830,0.489,1.817,5.253,3.137,5.480,4.954
16.891,8.982,6.876,9.465,8.844,5.977,7.610,7.321
16.898,21.683,18.896,19.313,19.232,21.702,18.101,20.210
16.906,33.255,33.652,30.791,30.200,31.511,33.517,30.039
16.914,37.540,39.465,37.603,40.042,38.455,41.428,39.053
16.922,38.330,40.575,41.160,40.392,42.116,42.362,40.047
16.930,37.217,35.466,34.714,38.355,37.727,38.698,36.226
16.938,29.849,30.911,31.463,30.275,33.604,33.369,32.484
16.945,30.400,28.609,31.075,28.460,26.169,31.172,28.310
16.953,29.978,29.726,25.780,26.098,30.297,29.230,29.678
16.961,28.155,24.143,25.703,25.787,25.290,25.688,29.111
16.969,22.077,21.686,23.317,20.752,24.560,24.543,22.368
16.977,20.415,16.646,20.998,21.799,19.133,17.474,19.808
16.984,20.419,20.535,21.713,22.692,23.037,19.449,18.280
16.992,29.259,27.076,28.900,30.242,29.802,31.836,29.448
17.000,44.919,41.146,43.043,43.120,41.891,44.686,43.312
17.008,54.338,57.658,57.500,56.114,56.881,56.305,55.941
17.016,60.382,60.393,60.011,61.737,63.177,59.183,60.582
17.023,63.664,64.156,62.560,63.876,63.993,61.082,62.796
17.031,55.788,59.905,56.381,59.212,60.718,57.514,57.402
17.039,56.408,56.603,56.916,56.158,55.097,55.337,52.460
17.047,52.831,54.571,52.553,52.950,53.295,51.400,52.970
17.055,49.435,50.903,50.789,52.375,50.281,50.087,51.041
17.062,48.989,48.059,46.557,48.622,48.943,45.817,49.675
17.070,45.831,43.248,44.709,44.269,43.872,41.690,45.593
17.078,39.942,40.842,42.383,41.100,40.531,38.476,40.157
17.086,44.137,42.686,41.282,43.967,42.587,42.553,41.086
17.094,48.479,50.727,48.807,50.771,51.880,52.398,51.103
17.102,63.965,64.921,64.025,63.483,64.629,62.998,63.717
17.109,75.413,72.141,73.152,75.740,75.280,75.672,74.649
17.117,79.511,75.404,75.434,75.979,77.937,76.045,76.635
17.125,72.608,73.013,74.251,76.976,76.445,76.848,72.191
17.133,68.261,70.351,69.201,68.477,69.971,69.776,68.812
17.141,61.424,61.752,60.547,60.190,61.080,62.059,65.108
17.148,60.969,61.866,60.324,60.574,56.026,59.640,56.962
17.156,54.149,55.593,54.231,57.027,56.893,56.378,53.720
17.164,51.441,51.280,52.091,50.927,49.884,48.510,46.596
17.172,43.382,41.565,44.297,44.057,40.466,44.867,42.319
17.180,40.015,38.753,36.602,39.516,37.768,39.541,39.817
17.188,37.291,39.608,36.605,40.090,41.288,35.683,38.573
17.195,43.193,44.721,45.614,44.433,47.177,48.809,45.290
17.203,55.745,56.406,53.837,57.132,55.195,55.642,56.887
17.211,63.779,64.393,64.493,63.766,63.132,63.944,61.418
17.219,62.181,66.593,66.175,63.253,65.422,62.433,67.478
17.227,57.613,56.199,60.209,58.702,58.068,59.713,58.485
17.234,48.572,53.473,50.059,49.694,52.370,50.824,50.247
17.242,42.546,41.354,46.127,41.385,41.313,42.250,42.410
17.250,37.467,38.483,40.801,35.145,39.826,37.865,38.555
17.258,31.194,33.464,32.193,32.365,34.531,33.397,36.566
17.266,25.581,28.800,24.750,25.757,26.065,25.491,28.288
17.273,17.874,20.518,20.365,19.369,17.392,17.072,18.635
17.281,13.189,12.134,16.763,14.885,14.266,14.473,14.339
17.289,15.103,17.889,14.477,16.026,15.029,16.147,15.780
17.297,25.196,21.367,25.143,23.665,22.826,22.722,24.293
17.305,33.641,31.568,32.407,34.133,36.262,33.011,32.783
17.312,40.641,41.834,39.766,40.597,43.086,44.074,43.265
17.320,43.493,40.156,42.011,43.877,40.434,43.237,41.103
17.328,37.408,34.014,32.582,35.334,34.258,34.126,32.879
17.336,28.015,29.237,26.922,29.369,30.112,27.875,27.446
17.344,22.614,21.423,24.663,23.322,24.206,24.330,22.549
17.352,17.889,21.131,21.300,21.089,21.357,21.803,20.870
17.359,14.529,15.665,18.135,16.376,17.382,15.430,14.041
17.367,11.281,8.655,8.304,11.325,11.732,10.642,12.564
17.375,3.856,2.334,6.914,2.903,3.392,3.813,3.147
17.383,5.020,4.366,3.381,4.712,3.921,3.799,5.231
17.391,7.249,10.510,8.492,7.800,7.607,6.478,7.115
17.398,21.124,18.462,20.307,18.638,17.790,20.924,22.166
17.406,30.504,33.382,33.012,28.820,30.635,31.398,31.018
17.414,39.982,40.694,36.751,37.841,42.486,37.149,40.313
17.422,39.217,39.352,40.776,40.530,37.765,40.039,42.441
17.430,36.352,34.980,35.814,33.510,38.311,37.702,36.780
17.438,29.250,32.826,33.567,34.809,31.639,33.920,31.836
17.445,30.686,27.475,29.618,29.266,30.161,29.138,30.062
17.453,25.954,30.154,26.701,26.802,28.220,29.959,26.309
17.461,28.472,27.735,27.341,26.292,27.770,24.257,25.762
17.469,21.134,23.834,21.876,21.745,20.832,21.678,23.133
17.477,17.800,21.162,18.064,17.738,17.158,19.530,21.081
17.484,21.009,21.807,21.897,19.599,18.731,20.405,19.633
17.492,31.843,27.378,27.647,32.008,28.734,27.873,27.963
17.500,44.063,41.337,42.439,42.915,40.422,42.781,42.169
17.508,54.514,56.177,55.942,54.278,55.658,53.787,56.656
17.516,59.209,63.388,62.432,61.351,64.400,61.152,63.585
17.523,62.753,61.792,62.046,63.014,60.290,62.024,64.756
17.531,56.798,56.501,59.837,59.720,59.217,56.395,59.710
17.539,55.553,53.056,54.064,53.843,56.393,53.796,55.445
17.547,51.339,54.153,49.436,49.235,50.919,51.686,52.260
17.555,51.049,53.280,48.932,53.395,51.096,51.425,51.847
17.562,49.464,46.643,48.923,50.480,47.189,48.678,48.736
17.570,41.447,42.240,43.326,44.670,45.964,45.658,46.153
17.578,38.630,39.917,39.144,41.993,42.608,37.532,40.754
17.586,42.003,44.564,42.936,42.376,39.915,39.404,44.081
17.594,51.248,52.472,50.890,47.963,52.276,48.629,51.848
17.602,62.553,62.906,62.715,59.728,63.234,65.215,62.142
17.609,72.907,75.260,74.917,72.527,73.424,75.022,75.411
17.617,76.982,75.594,77.699,75.987,75.863,74.985,76.285
17.625,72.325,74.488,74.504,77.171,74.347,76.273,74.669
17.633,69.982,69.718,70.237,66.653,67.194,68.655,66.855
17.641,62.128,62.867,63.644,61.186,60.069,63.600,64.247
17.648,59.402,60.429,55.989,57.176,60.628,60.523,57.472
17.656,57.669,56.753,54.014,55.160,53.438,55.431,57.094
17.664,51.926,48.234,46.799,51.286,48.832,51.205,51.228
17.672,44.613,44.289,41.442,41.471,42.781,42.075,45.709
17.680,39.305,37.072,38.055,38.311,39.533,38.027,35.773
17.688,36.916,38.284,41.027,36.668,38.881,38.798,39.208
17.695,44.266,43.401,46.435,47.721,46.951,45.983,46.616
17.703,58.721,54.331,56.555,53.711,55.428,53.861,58.572
17.711,64.811,65.727,65.597,61.226,65.075,63.592,64.522
17.719,65.576,63.905,64.140,63.906,63.914,66.423,63.996
17.727,60.652,55.919,55.784,59.073,58.662,60.140,56.568
17.734,50.133,51.565,49.268,50.792,51.314,49.437,50.859
17.742,43.078,44.766,41.599,44.088,44.528,42.720,43.376
17.750,35.713,36.920,39.534,39.396,38.306,41.171,36.503
17.758,33.395,31.625,31.470,34.380,35.994,32.506,32.787
17.766,24.897,25.937,23.818,26.016,25.744,24.078,26.734
17.773,20.048,19.661,17.165,19.024,20.569,16.177,20.991
17.781,13.316,12.552,16.826,14.818,15.431,12.101,13.458
17.789,14.968,15.870,18.090,15.201,16.788,15.912,18.492
17.797,23.500,26.396,25.486,24.429,22.736,22.376,23.750
17.805,34.754,36.087,34.036,32.219,33.187,33.555,37.087
17.812,42.855,39.805,41.225,40.383,41.253,40.055,42.427
17.820,40.049,39.192,43.226,42.039,41.715,38.907,42.729
17.828,36.675,37.173,35.212,33.610,34.043,34.235,35.831
17.836,27.031,27.446,26.107,28.757,27.687,27.667,27.709
17.844,23.517,23.031,25.198,24.281,20.338,24.495,24.997
17.852,20.365,18.753,19.223,22.241,21.736,19.073,21.299
17.859,17.939,16.656,15.954,15.715,17.883,15.442,18.176
17.867,11.299,8.359,11.496,10.388,8.695,8.541,13.096
17.875,6.477,5.683,3.048,3.243,2.847,6.039,4.603
17.883,5.189,3.050,2.007,1.006,1.983,0.930,0.983
17.891,8.507,10.593,10.487,10.727,8.334,7.918,7.933
17.898,17.514,18.495,17.867,17.612,21.637,21.745,18.451
17.906,31.186,31.250,30.489,30.072,32.954,30.832,33.501
17.914,41.440,40.952,41.151,41.492,42.062,39.898,38.981
17.922,41.890,42.300,42.691,40.521,38.198,40.275,39.615
17.930,36.463,34.910,35.902,36.903,37.949,34.257,38.823
17.938,28.954,30.067,32.802,32.219,32.371,31.943,32.626
17.945,31.150,27.989,28.010,28.924,31.179,28.300,26.188
17.953,30.566,28.839,30.819,31.339,27.936,29.452,26.691
17.961,23.680,23.388,25.205,25.041,25.769,28.409,24.431
17.969,21.777,23.270,21.160,20.789,23.784,20.631,23.161
17.977,19.773,17.744,20.188,22.024,18.054,17.109,18.510
17.984,22.408,21.030,17.503,19.814,22.457,21.504,18.022
17.992,27.538,26.444,26.667,30.522,28.092,26.531,29.519
18.000,42.604,41.492,40.832,43.856,39.758,41.984,42.828
18.008,54.338,54.643,53.539,54.486,52.589,53.853,55.657
18.016,60.827,62.751,64.128,64.606,63.899,58.772,61.679
18.023,62.818,63.923,64.173,60.626,61.713,61.532,60.467
18.031,59.786,59.151,57.220,59.559,58.999,59.142,59.041
18.039,54.346,53.125,56.006,52.825,54.412,53.547,56.311
18.047,53.402,50.167,53.458,52.161,53.029,51.848,55.160
18.055,50.349,53.014,50.089,51.577,53.280,52.478,52.042
18.062,47.423,47.692,47.609,49.901,50.046,46.487,48.722
18.070,43.603,43.508,41.938,44.915,41.897,43.243,44.457
18.078,40.827,41.729,40.134,39.261,41.484,38.406,38.050
18.086,42.860,41.636,39.648,40.105,41.021,44.618,43.100
18.094,50.383,51.291,49.826,52.462,52.220,50.733,50.937
18.102,64.008,63.025,64.261,60.677,65.079,64.908,62.083
18.109,71.878,73.838,72.786,74.476,75.731,75.320,73.209
18.117,76.327,75.519,76.482,79.254,77.444,75.462,77.749
18.125,74.364,74.139,75.466,74.481,74.461,75.286,72.798
18.133,70.601,68.117,67.092,67.225,70.405,69.119,66.548
18.141,62.892,62.234,65.728,63.704,64.308,60.670,63.430
18.148,60.607,57.817,57.160,59.342,56.882,60.107,59.016
18.156,57.819,55.163,57.433,56.830,54.830,56.242,54.346
18.164,49.644,49.754,49.672,50.451,49.551,47.948,49.565
18.172,42.434,42.101,40.329,42.160,44.326,41.629,42.494
18.180,38.561,37.722,37.012,40.554,35.342,38.059,35.831
18.188,36.802,37.505,37.534,39.070,37.389,39.114,37.491
18.195,44.748,45.347,47.953,45.662,46.355,43.343,46.829
18.203,55.349,58.675,58.281,55.696,54.464,55.344,55.377
18.211,62.336,63.749,63.053,63.021,63.548,62.594,64.830
18.219,61.917,63.451,63.493,61.998,65.984,62.645,63.984
18.227,57.176,59.412,56.291,60.221,61.178,58.624,57.825
18.234,52.295,51.130,49.192,48.841,48.614,49.423,50.014
18.242,42.275,43.814,44.728,44.182,40.850,44.801,41.719
18.250,37.270,38.998,34.934,37.398,40.469,38.161,36.581
18.258,33.991,33.329,36.172,32.991,30.988,36.781,32.195
18.266,26.566,25.241,28.046,28.636,27.787,28.255,27.249
18.273,20.908,18.200,21.084,15.648,20.808,21.727,16.805
18.281,12.638,11.299,12.844,14.772,13.217,12.575,15.145
18.289,14.046,18.402,14.172,13.817,18.505,18.254,15.567
